textbox22
generated on 06/05/2021 00:37:45 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,10,2020-03-02,2020-03-08,All,7,229,,30.57,,,,,,,,,,,,,,,,,0,0,,,53,229,,231.44,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,10,2020-03-02,2020-03-08,All,26,,103881,,25.03,,,,,,,,,,,,,,,,0,0,,,1022,,103881,,983.82,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,10,2020-03-02,2020-03-08,All,232,,392824,,59.06,,,,,,,,96,3453,980875,2.78,9.79,14,,,0,0,,,1973,,392824,,502.26,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,10,2020-03-02,2020-03-08,All,153,1502,,101.86,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,3,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,10,2020-03-02,2020-03-08,All,975,,620029,,157.25,,,,,,,,0,679,620029,0.00,0.00,,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,10,2020-03-02,2020-03-08,All,3256,,2075301,,156.89,,,,,,,,49,263,742436,18.63,6.60,26,,,0,0,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,10,2020-03-02,2020-03-08,All,24,,73736,,32.55,,,,,,,,,,,,,,,,0,0,,,666,,73736,,903.22,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,10,2020-03-02,2020-03-08,All,6770,,2855085,,237.12,,,,,,,,,,,,,,,,0,0,,,58504,,2855085,,2049.12,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,10,2020-03-02,2020-03-08,All,92,,54776,,167.96,,,,,,,,158,435,,36.32,,29,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,10,2020-03-02,2020-03-08,All,558,,805130,,69.31,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2020,10,2020-03-02,2020-03-08,All,105659,,64812052,,163.02,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,10,2020-03-02,2020-03-08,All,189,,167152,,113.07,,,,,,,,,,,,,,,,,,,,3710,,1321977,,280.64,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Finland,2020,10,2020-03-02,2020-03-08,All,345,,1035496,,33.32,,,,,,,,,,,,,,,,,,,,14269,,1035496,,1377.99,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,10,2020-03-02,2020-03-08,All,139,,138606,,100.28,,,,,,,,,,,,,,,,0,0,,,7638,,1494619,,511.03,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,10,2020-03-02,2020-03-08,All,66,,37733,,174.91,,,,,,,,164,1001,0,16.38,,43,,,,,,,220932,,38238676,,577.77,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,10,2020-03-02,2020-03-08,All,5,,99265,,5.04,,,,,,,,113,,2800138,,4.04,113,,,1,0,,,16282,,2800138,,581.47,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,10,2020-03-02,2020-03-08,All,13,,175109,,7.42,,,,,,,,224,740,0,30.27,,73,,,,,,,11598,,2972732,,390.15,,,,,,4,2,1,2
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,10,2020-03-02,2020-03-08,All,349,,620500,,56.24,,,,,,,,32,629,0,5.09,,66,,,0,0,,,0,,0,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,10,2020-03-02,2020-03-08,All,198,,63269,,312.95,,,,,,,,,,,,,,,,154,2,,,1049,,63269,,1658.00,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,10,2020-03-02,2020-03-08,All,,,,,,,,,,,,,,,,,,,,,0,0,,,5505,,380356,,1447.33,,,,,,3,1,3,
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,10,2020-03-02,2020-03-08,All,601,,47712,,1259.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,10,2020-03-02,2020-03-08,All,6436,,4124531,,156.04,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,10,2020-03-02,2020-03-08,All,35,,291468,,12.01,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,10,2020-03-02,2020-03-08,All,1303,,209114,,623.11,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,10,2020-03-02,2020-03-08,All,7747,,2094035,,369.96,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,10,2020-03-02,2020-03-08,All,7086,,5355994,,132.30,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,10,2020-03-02,2020-03-08,All,6657,,1269561,,524.35,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,10,2020-03-02,2020-03-08,All,3,,30328,,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Kosovo (in accordance with Security Council resolution 1244 (1999)),2020,10,2020-03-02,2020-03-08,All,5368,,1827231,,293.78,,,,,,,,3,,885001,,0.34,3,,,,,,,317,,1827231,,17.35,,,,,,3,2,2,1
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,9,2020-02-24,2020-03-01,All,,,,,,,,,,,,,65,465,,13.98,,47,,,,,,,,,,,,,,,,,4,2,2,2
Northern hemishere,Europe,EUR,Eastern Europe,Belarus,2020,9,2020-02-24,2020-03-01,All,35,,714653,,4.90,,,,,,,,27,5660,,0.48,,24,,,,,,,67334,,5489933,,1226.50,,,,,,4,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2020,9,2020-02-24,2020-03-01,All,275,,141463,,194.40,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Italy,2020,9,2020-02-24,2020-03-01,All,9213,,1280869,,719.28,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,9,2020-02-24,2020-03-01,All,101,,419135,,24.10,,,,,,,,,,,,,,,,0,0,,,4653,,419135,,1110.14,,,,,,4,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,9,2020-02-24,2020-03-01,All,1882,,54086635,,3.48,,,,,,,,94,2662,,3.53,,72,,,,,,,422431,,54086635,,781.03,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,9,2020-02-24,2020-03-01,All,6896,,7258753,,95.00,,,,,,,,65,750,,8.67,,55,,,,,,,,,,,,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,9,2020-02-24,2020-03-01,All,101,,213427,,47.32,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,9,2020-02-24,2020-03-01,All,4652,,4702713,,98.92,,,,,,,,,,,,,,,,0,0,,,54900,,4702713,,1167.41,,,,,,3,1,1,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,9,2020-02-24,2020-03-01,All,,,,,,,,,,,,,,,,,,,,,0,0,,,19008,,1083076,,1755.00,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,9,2020-02-24,2020-03-01,All,219,,392829,,55.75,,,,,,,,137,3755,980875,3.65,13.97,11,,,0,0,,,2120,,392829,,539.68,,,,,,4,2,3,2
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,9,2020-02-24,2020-03-01,All,4946,,2075301,,238.33,,,,,,,,70,269,742436,26.02,9.43,43,,,1,1,,,,,,,,,,,,,4,2,1,3
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,9,2020-02-24,2020-03-01,All,1494,,2794329,,53.47,,,,,,,,,,,,,,,,0,0,,,20007,,2794329,,715.99,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,9,2020-02-24,2020-03-01,All,45,617,,72.93,,,,,,,,,,,,,,,,,0,0,,,125,617,,202.59,,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,9,2020-02-24,2020-03-01,All,40,,105813,,37.80,,,,,,,,,,,,,,,,0,0,,,1053,,105813,,995.15,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,9,2020-02-24,2020-03-01,All,53,,69409,,76.36,,,,,,,,,,,,,,,,0,0,,,817,,69409,,1177.08,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,9,2020-02-24,2020-03-01,All,8671,,2818316,,307.67,,,,,,,,,,,,,,,,0,0,,,64589,,2818316,,2291.76,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,9,2020-02-24,2020-03-01,All,618,,800329,,77.22,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,9,2020-02-24,2020-03-01,All,144,,167152,,86.15,,,,,,,,,,,,,,,,,,,,3894,,1321977,,294.56,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2020,9,2020-02-24,2020-03-01,All,110696,,64812052,,170.80,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Finland,2020,9,2020-02-24,2020-03-01,All,493,,1442262,,34.18,,,,,,,,,,,,,,,,,,,,17087,,1442262,,1184.74,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,9,2020-02-24,2020-03-01,All,61,,57818,,105.50,,,,,,,,197,508,,38.78,,49,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,9,2020-02-24,2020-03-01,All,172,1551,,110.90,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,3,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,9,2020-02-24,2020-03-01,All,1191,,620029,,192.09,,,,,,,,1,670,620029,0.15,0.16,1,,,,,,,,,,,,,,,,,4,2,3,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,9,2020-02-24,2020-03-01,All,6122,,5290744,,115.71,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,9,2020-02-24,2020-03-01,All,66,,141071,,46.78,,,,,,,,,,,,,,,,0,0,,,5646,,1492265,,378.35,,,,,,4,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,9,2020-02-24,2020-03-01,All,62,,37733,,164.31,,,,,,,,154,1004,0,15.34,,46,,,,,,,213700,,38238676,,558.86,,,,,,3,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,9,2020-02-24,2020-03-01,All,23,,175109,,13.13,,,,,,,,275,852,0,32.28,,89,,,,,,,11968,,2972732,,402.59,,,,,,4,2,3,2
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,9,2020-02-24,2020-03-01,All,646,,44549,,1450.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,9,2020-02-24,2020-03-01,All,200,,76454,,261.60,,,,,,,,,,,,,,,,163,0,,,913,,76454,,1194.18,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,9,2020-02-24,2020-03-01,All,,,,,,,,,,,,,,,,,,,,,,,,,4965,,380356,,1305.36,,,,,,3,1,3,
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,9,2020-02-24,2020-03-01,All,288,,620500,,46.41,,,,,,,,61,707,0,8.63,,52,,,,,,,0,,0,,,,,,,,1,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,9,2020-02-24,2020-03-01,All,14,,99265,,14.10,,,,,,,,154,,2800138,,5.50,154,,,,,,,9325,,2800138,,333.02,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,9,2020-02-24,2020-03-01,All,1601,,199235,,803.57,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,9,2020-02-24,2020-03-01,All,8115,,2094035,,387.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,9,2020-02-24,2020-03-01,All,7641,,4124531,,185.26,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,9,2020-02-24,2020-03-01,All,29,,293843,,9.87,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,1,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,9,2020-02-24,2020-03-01,All,6834,,1075567,,635.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,9,2020-02-24,2020-03-01,All,6,,25457,,23.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Kosovo (in accordance with Security Council resolution 1244 (1999)),2020,9,2020-02-24,2020-03-01,All,5432,,1827231,,297.28,,,,,,,,8,,885001,,0.90,8,,,,,,,269,,1827231,,14.72,,,,,,2,2,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Belarus,2020,8,2020-02-17,2020-02-23,All,29,,714653,,4.06,,,,,,,,17,,5513,,308.36,17,,,,,,,66288,,5489933,,1207.45,,,,,,4,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2020,8,2020-02-17,2020-02-23,All,361,,159664,,226.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,8,2020-02-17,2020-02-23,All,,,,,,,,,,,,,52,415,,12.53,,23,,,,,,,,,,,,,,,,,4,2,3,2
Northern hemishere,Europe,EUR,South West Europe,Italy,2020,8,2020-02-17,2020-02-23,All,12365,,1351753,,914.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,8,2020-02-17,2020-02-23,All,2090,,54086635,,3.86,,,,,,,,60,2774,,2.16,,53,,,,,,,454663,,54086635,,840.62,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,8,2020-02-17,2020-02-23,All,8680,,7258753,,119.58,,,,,,,,47,841,,5.59,,30,,,,,,,,,,,,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,8,2020-02-17,2020-02-23,All,9569,,2935405,,325.99,,,,,,,,,,,,,,,,0,0,,,67546,,2935405,,2301.08,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,8,2020-02-17,2020-02-23,All,96,,417810,,22.98,,,,,,,,,,,,,,,,,,,,4709,,417810,,1127.07,,,,,,4,2,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,8,2020-02-17,2020-02-23,All,,,,,,,,,,,,,,,,,,,,,0,0,,,17867,,1081598,,1651.91,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,8,2020-02-17,2020-02-23,All,83,,192772,,43.06,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,8,2020-02-17,2020-02-23,All,5776,,4692882,,123.08,,,,,,,,,,,,,,,,0,0,,,58693,,4692882,,1250.68,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,8,2020-02-17,2020-02-23,All,23,343,,67.06,,,,,,,,,,,,,,,,,,,,,67,343,,195.34,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,8,2020-02-17,2020-02-23,All,54,,105813,,51.03,,,,,,,,,,,,,,,,0,0,,,1036,,105813,,979.09,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,8,2020-02-17,2020-02-23,All,1813,,2794329,,64.88,,,,,,,,,,,,,,,,0,0,,,18620,,2794329,,666.35,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,8,2020-02-17,2020-02-23,All,5654,,2075301,,272.44,,,,,,,,82,300,742436,27.33,11.04,47,,,,,,,,,,,,,,,,,4,2,2,3
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,8,2020-02-17,2020-02-23,All,243,,392110,,61.97,,,,,,,,116,3905,980875,2.97,11.83,7,,,,,,,1808,,392110,,461.10,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,8,2020-02-17,2020-02-23,All,162,1461,,110.88,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,3,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,8,2020-02-17,2020-02-23,All,1125,,620029,,181.44,,,,,,,,4,685,620029,0.58,0.65,4,,,,,,,,,,,,,,,,,4,2,3,2
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,8,2020-02-17,2020-02-23,All,64,,63565,,100.68,,,,,,,,,,,,,,,,0,0,,,948,,63565,,1491.39,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,8,2020-02-17,2020-02-23,All,46,,57818,,79.56,,,,,,,,198,533,,37.15,,23,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,8,2020-02-17,2020-02-23,All,189,,167152,,113.07,,,,,,,,,,,,,,,,,,,,4078,,1321977,,308.48,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2020,8,2020-02-17,2020-02-23,All,143753,,64812052,,221.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,8,2020-02-17,2020-02-23,All,812,,836304,,97.09,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,8,2020-02-17,2020-02-23,All,70,,141071,,49.62,,,,,,,,,,,,,,,,0,0,,,5128,,1496773,,342.60,,,,,,4,,1,
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,8,2020-02-17,2020-02-23,All,5854,,5352895,,109.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,8,2020-02-17,2020-02-23,All,59,,37733,,156.36,,,,,,,,158,896,0,17.63,,45,,,,,,,217459,,38238676,,568.69,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,8,2020-02-17,2020-02-23,All,276,,620500,,44.48,,,,,,,,28,620,0,4.52,,19,,,,,,,0,,0,,,,,,,,1,2,3,2
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,8,2020-02-17,2020-02-23,All,6,,99265,,6.04,,,,,,,,65,,2800138,,2.32,65,,,,,,,21490,,2800138,,767.46,,,,,,4,2,2,2
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,8,2020-02-17,2020-02-23,All,18,,175109,,10.28,,,,,,,,278,851,0,32.67,,76,,,,,,,11406,,2972732,,383.69,,,,,,4,2,3,2
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,8,2020-02-17,2020-02-23,All,558,,39474,,1413.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,8,2020-02-17,2020-02-23,All,314,,81730,,384.19,,,,,,,,,,,,,,,,158,0,,,1018,,81730,,1245.56,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,8,2020-02-17,2020-02-23,All,,,,,,,,,,,,,,,,,,,,,,,,,3748,,380356,,985.39,,,,,,1,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,8,2020-02-17,2020-02-23,All,32,,290113,,11.03,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,1,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,8,2020-02-17,2020-02-23,All,8344,,2094035,,398.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,8,2020-02-17,2020-02-23,All,9121,,4124531,,221.14,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,8,2020-02-17,2020-02-23,All,1632,,210302,,776.03,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,8,2020-02-17,2020-02-23,All,3,,29863,,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,8,2020-02-17,2020-02-23,All,6184,,1048695,,589.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Kosovo (in accordance with Security Council resolution 1244 (1999)),2020,8,2020-02-17,2020-02-23,All,5432,,1827231,,297.28,,,,,,,,10,,885001,,1.13,10,,,,,,,278,,1827231,,15.21,,,,,,3,2,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,7,2020-02-10,2020-02-16,All,,,,,,,,,,,,,,,,,,,,,,,,,4417,,380356,,1161.28,,,,,,1,1,1,
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,7,2020-02-10,2020-02-16,All,,,,,,,,,,,,,32,463,,6.91,,32,,,,,,,,,,,,,,,,,4,2,3,2
Northern hemishere,Europe,EUR,Eastern Europe,Belarus,2020,7,2020-02-10,2020-02-16,All,32,,714653,,4.48,,,,,,,,21,,5051,,415.76,21,,,,,,,65326,,5489933,,1189.92,,,,,,3,1,3,
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2020,7,2020-02-10,2020-02-16,All,444,,168807,,263.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Italy,2020,7,2020-02-10,2020-02-16,All,15241,,1421338,,1072.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,7,2020-02-10,2020-02-16,All,111,,421891,,26.31,,,,,,,,,,,,,,,,,,,,4799,,421891,,1137.50,,,,,,4,2,2,1
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,7,2020-02-10,2020-02-16,All,14711,,7258753,,202.67,,,,,,,,79,888,,8.90,,52,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,7,2020-02-10,2020-02-16,All,2260,,54086635,,4.18,,,,,,,,91,2810,,3.24,,80,,,,,,,508622,,54086635,,940.38,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,7,2020-02-10,2020-02-16,All,7979,,4684283,,170.34,,,,,,,,,,,,,,,,0,0,,,64275,,4684283,,1372.14,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,7,2020-02-10,2020-02-16,All,,,,,,,,,,,,,,,,,,,,,,,,,19685,,1094219,,1799.00,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,7,2020-02-10,2020-02-16,All,58,,151464,,38.29,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,7,2020-02-10,2020-02-16,All,1802,,2794329,,64.49,,,,,,,,,,,,,,,,,,,,21132,,2794329,,756.25,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,7,2020-02-10,2020-02-16,All,47,532,,88.35,,,,,,,,,,,,,,,,,,,,,118,532,,221.80,,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,7,2020-02-10,2020-02-16,All,68,,105813,,64.26,,,,,,,,,,,,,,,,0,0,,,1084,,105813,,1024.45,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,7,2020-02-10,2020-02-16,All,190,,392112,,48.46,,,,,,,,76,3646,980875,2.08,7.75,9,,,,,,,1792,,392112,,457.01,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,7,2020-02-10,2020-02-16,All,805,,620029,,129.83,,,,,,,,3,691,620029,0.43,0.48,3,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,7,2020-02-10,2020-02-16,All,164,1371,,119.62,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,3,1,1,2
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,7,2020-02-10,2020-02-16,All,5660,,2075301,,272.73,,,,,,,,76,320,742436,23.75,10.24,47,,,,,,,,,,,,,,,,,4,2,3,3
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,7,2020-02-10,2020-02-16,All,150,,71159,,210.80,,,,,,,,,,,,,,,,0,0,,,1219,,71159,,1713.07,,,,,,4,3,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,7,2020-02-10,2020-02-16,All,11563,,3081490,,375.24,,,,,,,,,,,,,,,,0,0,,,78380,,3081490,,2543.57,,,,,,2,1,2,1
